# Data1   	  Data2    	  Data3    	  Data4 
 1771.12 	  1920.54 	  1784.25 	  7436.22 	
 3074.70 	  3340.19 	  3657.91 	  3756.52 	
 3158.70 	  2182.33 	  2974.49 	   371.60 	
 2890.41 	  1707.12 	  1539.64 	  2959.77 	
 2091.11 	  1561.12 	  3491.34 	  1548.24 	
 2060.94 	  1980.36 	  1763.92 	   525.40 	
 3098.74 	  1176.30 	  2890.95 	  2173.45 	
 1776.24 	  2219.27 	  1555.72 	  1133.13 	
 1912.08 	  3816.98 	  3147.84 	  1266.10 	
 4166.95 	  1944.90 	  2553.55 	   140.55 	
 2873.86 	  3119.23 	  3533.65 	  1148.48 	
 2986.85 	  2786.94 	  4863.38 	  1188.42 	
  893.74 	  2352.15 	  1939.30 	   681.45 	
 1902.23 	  2585.93 	   681.82 	  1323.93 	
 4151.16 	  3326.32 	  3363.64 	   200.75 	
 2929.54 	  2450.50 	  3637.41 	   801.32 	
 3025.12 	  2539.31 	  2085.47 	   549.93 	
 2894.26 	  1959.81 	  1192.67 	  1842.90 	
 3279.21 	  1829.63 	  2498.30 	  4926.39 	
 2307.65 	  2989.21 	  1588.30 	   659.50 	
 1284.50 	   983.72 	  2706.50 	   708.99 	
 3568.18 	  5398.93 	  2890.07 	 12855.00 	
 2102.18 	  3204.27 	  2368.20 	  6128.76 	
 1504.31 	  1541.89 	  4223.22 	   466.32 	
 2962.51 	  2169.45 	  1982.96 	  3127.15 	
  476.09 	  3884.75 	  3632.94 	  1453.15 	
 2469.94 	  3898.26 	  2323.82 	  3170.13 	
 2188.52 	  1402.97 	  2689.29 	    91.87 	
 2832.67 	  2627.24 	  1608.20 	   570.16 	
 2482.59 	  1150.53 	  2464.69 	   706.66 	
 3072.21 	  5659.27 	  5531.97 	  3306.89 	
 1901.31 	  2301.60 	  1594.11 	  3654.04 	
 1932.55 	  2331.21 	  1491.28 	  2907.24 	
 4044.24 	  1804.85 	  1517.16 	   681.39 	
 2418.61 	  3547.76 	  2861.40 	  1043.62 	
 3375.10 	   997.17 	  5540.40 	  1125.28 	
 1986.58 	  3206.35 	  3968.85 	  9616.38 	
 2976.55 	  2074.51 	  1198.49 	  1179.09 	
  910.34 	  2802.21 	  1595.01 	   250.21 	
 4320.69 	   515.22 	  2417.74 	   891.82 	
 2560.42 	  2119.14 	  3669.87 	  2690.94 	
 2004.47 	  1949.77 	  2060.02 	   858.42 	
 1508.17 	  1595.32 	  2510.90 	  1851.01 	
 1013.72 	  1868.63 	  1279.86 	  2133.36 	
 2524.08 	  2427.04 	  1318.27 	   453.02 	
 2839.16 	  3065.15 	  3931.26 	   482.04 	
 2074.05 	  3639.78 	  2569.73 	  1000.97 	
 1328.93 	  3111.31 	   650.29 	   226.16 	
 3306.12 	  2861.50 	  1863.28 	   489.73 	
 4363.98 	  2115.04 	  1592.76 	   603.75 	
 4226.93 	  1778.90 	   884.48 	  3274.82 	
 1937.66 	  2225.90 	  1922.85 	  3336.65 	
 2403.56 	  4979.69 	  3078.03 	  1413.07 	
 4001.62 	  2461.52 	  2959.85 	  1787.26 	
 3835.00 	  1807.70 	  4399.57 	  1944.16 	
 2227.63 	  3858.11 	  3627.32 	  3347.72 	
 1859.50 	  4266.77 	  3196.72 	   742.26 	
